Gm#,Date,boxscore,Tm,Home/Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
18,Wednesday Apr 16,boxscore,NYY,,KCR,W,4,3,,11-7,1,up 0.5,Leiter,Schreiber,Cruz,2:23,N,43720,1.09,+++,
19,Thursday Apr 17,boxscore,NYY,@,TBR,W,6,3,,12-7,1,up 1.0,Hill,Bradley,Williams,2:48,N,10046,1.18,++++,
20,Friday Apr 18,boxscore,NYY,@,TBR,W,1,0,,13-7,1,up 1.0,Rodón,Rasmussen,Weaver,2:33,N,10046,1.19,+++++,
21,Saturday Apr 19,boxscore,NYY,@,TBR,L-wo,8,10,10,13-8,1,up 1.0,Uceta,Gómez,,3:22,D,10046,1.21,-,
22,Sunday Apr 20,boxscore,NYY,@,TBR,W,4,0,,14-8,1,up 2.0,Fried,Pepiot,Cruz,2:39,D,10046,1.21,+,
23,Monday Apr 21,boxscore,NYY,@,CLE,L,4,6,,14-9,1,up 1.5,Williams,Schmidt,Smith,2:42,N,20896,1.21,-,
24,Tuesday Apr 22,boxscore,NYY,@,CLE,L,2,3,,14-10,1,up 0.5,Bibee,Leiter,Smith,2:30,N,21549,1.20,--,
25,Wednesday Apr 23,boxscore,NYY,@,CLE,W,5,1,,15-10,1,up 1.5,Rodón,Ortiz,,2:42,D,23981,1.21,+,
26,Friday Apr 25,boxscore,NYY,,TOR,L,2,4,,15-11,1,up 1.5,Fluharty,Williams,Hoffman,2:50,N,46081,1.27,-,
27,Sunday Apr 27 (1),boxscore,NYY,,TOR,W,11,2,,16-11,1,up 2.0,Fried,Gausman,,3:01,D,,1.28,+,
28,Sunday Apr 27 (2),boxscore,NYY,,TOR,W,5,1,,17-11,1,up 2.0,Hill,Bassitt,,2:32,D,43824,1.32,++,
29,Monday Apr 28,boxscore,NYY,@,BAL,L,3,4,,17-12,1,up 1.5,Sugano,Warren,Bautista,2:46,N,22775,1.24,-,
30,Tuesday Apr 29,boxscore,NYY,@,BAL,W,15,3,,18-12,1,up 1.5,Rodón,Gibson,,2:57,N,22164,1.28,+,
31,Wednesday Apr 30,boxscore,NYY,@,BAL,L,4,5,,18-13,1,up 1.5,Baker,Carrasco,Bautista,2:54,N,22381,1.26,-,
32,Friday May 2,boxscore,NYY,,TBR,W,3,0,,19-13,1,up 2.0,Fried,Pepiot,Weaver,2:24,N,45189,1.30,+,
33,Saturday May 3,boxscore,NYY,,TBR,L,2,3,,19-14,1,up 2.0,Littell,Leiter,Fairbanks,2:44,D,44051,1.30,-,
34,Sunday May 4,boxscore,NYY,,TBR,L,5,7,,19-15,1,up 2.0,Bradley,Warren,Fairbanks,3:04,D,43349,1.29,--,
35,Monday May 5,boxscore,NYY,,SDP,L,3,4,,19-16,1,up 1.5,Bergert,Weaver,Suarez,2:53,N,38128,1.15,---,
36,Tuesday May 6,boxscore,NYY,,SDP,W,12,3,,20-16,1,up 2.5,Cruz,Morejón,,2:45,N,38090,1.09,+,
37,Wednesday May 7,boxscore,NYY,,SDP,W-wo,4,3,10,21-16,1,up 2.5,Williams,Estrada,,3:03,N,42302,1.13,++,
38,Friday May 9,boxscore,NYY,@,ATH,W,10,2,,22-16,1,up 3.0,Warren,Bido,,2:43,N,12049,1.23,+++,
39,Saturday May 10,boxscore,NYY,@,ATH,L,7,11,,22-17,1,up 2.0,Holman,Cruz,Miller,2:59,D,12113,1.26,-,
40,Sunday May 11,boxscore,NYY,@,ATH,W,12,2,,23-17,1,up 2.0,Yarbrough,Severino,,2:49,D,12224,1.23,+,
41,Monday May 12,boxscore,NYY,@,SEA,W,11,5,,24-17,1,up 3.0,Schmidt,Hancock,,3:00,N,27895,1.31,++,
42,Tuesday May 13,boxscore,NYY,@,SEA,L-wo,1,2,11,24-18,1,up 3.0,Legumina,Hill,,3:21,N,30840,1.35,-,
43,Wednesday May 14,boxscore,NYY,@,SEA,W,3,2,,25-18,1,up 3.5,Hamilton,Vargas,Weaver,2:43,D,30520,1.32,+,
44,Friday May 16,boxscore,NYY,,NYM,W,6,2,,26-18,1,up 5.0,Rodón,Megill,Weaver,2:58,N,47700,1.27,++,
45,Saturday May 17,boxscore,NYY,,NYM,L,2,3,,26-19,1,up 4.0,Garrett,Cruz,Díaz,2:57,D,47510,1.25,-,
46,Sunday May 18,boxscore,NYY,,NYM,W,8,2,,27-19,1,up 5.0,Williams,Stanek,,3:06,N,48028,1.25,+,
47,Tuesday May 20,boxscore,NYY,,TEX,W,5,2,,28-19,1,up 4.5,Warren,Corbin,Weaver,2:47,N,40343,1.30,++,
48,Wednesday May 21,boxscore,NYY,,TEX,W-wo,4,3,,29-19,1,up 5.0,Weaver,Jackson,,2:56,N,40359,1.35,+++,
49,Thursday May 22,boxscore,NYY,,TEX,W,1,0,,30-19,1,up 5.0,Rodón,Eovaldi,Weaver,2:27,D,43450,1.32,++++,
50,Friday May 23,boxscore,NYY,@,COL,L,2,3,,30-20,1,up 5.0,Gordon,Schmidt,Agnos,2:20,N,47211,1.29,-,
51,Saturday May 24,boxscore,NYY,@,COL,W,13,1,,31-20,1,up 5.5,Fried,Freeland,,2:41,D,43186,1.27,+,
52,Sunday May 25,boxscore,NYY,@,COL,W,5,4,,32-20,1,up 6.0,Leiter,Senzatela,Weaver,2:53,D,38379,1.27,++,
53,Monday May 26,boxscore,NYY,@,LAA,W,5,1,,33-20,1,up 6.0,Yarbrough,Kochanowicz,,2:37,N,43626,1.34,+++,
54,Tuesday May 27,boxscore,NYY,@,LAA,W,3,2,,34-20,1,up 7.0,Rodón,Anderson,Williams,2:44,N,34491,1.26,++++,
55,Wednesday May 28,boxscore,NYY,@,LAA,W,1,0,,35-20,1,up 7.0,Schmidt,Kikuchi,Leiter,2:51,N,36808,1.21,+++++,
56,Friday May 30,boxscore,NYY,@,LAD,L,5,8,,35-21,1,up 6.5,Gonsolin,Fried,Vesia,2:53,N,53276,1.16,-,
57,Saturday May 31,boxscore,NYY,@,LAD,L,2,18,,35-22,1,up 5.5,Knack,Warren,,3:04,D,51746,1.20,--,
58,Sunday Jun 1,boxscore,NYY,@,LAD,W,7,3,,36-22,1,up 5.5,Yarbrough,Yamamoto,,3:14,D,54031,1.23,+,
59,Tuesday Jun 3,boxscore,NYY,,CLE,W,3,2,,37-22,1,up 6.5,Rodón,Bibee,Williams,2:39,N,40683,1.23,++,
60,Wednesday Jun 4,boxscore,NYY,,CLE,L,0,4,,37-23,1,up 5.5,Ortiz,Schmidt,,2:38,N,36759,1.26,-,
61,Thursday Jun 5,boxscore,NYY,,CLE,W,4,0,,38-23,1,up 5.5,Fried,Cecconi,,2:30,N,41665,1.28,+,
62,Friday Jun 6,boxscore,NYY,,BOS,W,9,6,,39-23,1,up 5.5,Warren,Buehler,Williams,2:52,N,46783,1.30,++,
63,Saturday Jun 7,boxscore,NYY,,BOS,L,7,10,,39-24,1,up 4.5,Crochet,Yarbrough,Chapman,2:57,N,47020,1.26,-,
64,Sunday Jun 8,boxscore,NYY,,BOS,L,7,11,,39-25,1,up 4.5,Dobbins,Rodón,Chapman,3:22,N,45140,1.28,--,
65,Tuesday Jun 10,boxscore,NYY,@,KCR,W,10,2,,40-25,1,up 4.0,Fried,Cameron,,3:02,N,30017,1.32,+,
66,Wednesday Jun 11,boxscore,NYY,@,KCR,W,6,3,,41-25,1,up 4.0,Schmidt,Bubic,Williams,2:57,N,21182,1.29,++,
67,Thursday Jun 12,boxscore,NYY,@,KCR,W,1,0,,42-25,1,up 4.5,Leiter,Erceg,Williams,2:56,N,23412,1.20,+++,
68,Friday Jun 13,boxscore,NYY,@,BOS,L-wo,1,2,10,42-26,1,up 4.5,Whitlock,Hill,,2:57,N,36622,1.24,-,
69,Saturday Jun 14,boxscore,NYY,@,BOS,L,3,4,,42-27,1,up 4.5,Dobbins,Rodón,Weissert,2:36,N,36414,1.31,--,
70,Sunday Jun 15,boxscore,NYY,@,BOS,L,0,2,,42-28,1,up 3.5,Bello,Fried,Whitlock,2:30,D,36475,1.40,---,
71,Monday Jun 16,boxscore,NYY,,LAA,L,0,1,11,42-29,1,up 2.5,Zeferjahn,Loaisiga,Strickland,3:03,N,37398,1.33,----,
72,Tuesday Jun 17,boxscore,NYY,,LAA,L,0,4,,42-30,1,up 2.5,Hendricks,Warren,,2:27,N,35278,1.37,-----,
73,Wednesday Jun 18,boxscore,NYY,,LAA,L,2,3,,42-31,1,up 1.5,Neris,Cruz,Jansen,2:58,N,43255,1.43,------,
74,Thursday Jun 19,boxscore,NYY,,LAA,W,7,3,,43-31,1,up 2.5,Rodón,Anderson,,2:31,D,45671,1.42,+,
75,Friday Jun 20,boxscore,NYY,,BAL,L,3,5,,43-32,1,up 1.5,Blewett,Weaver,Bautista,3:12,N,47034,1.38,-,
76,Saturday Jun 21,boxscore,NYY,,BAL,W,9,0,,44-32,1,up 1.5,Schmidt,Eflin,,2:42,D,46142,1.45,+,
77,Sunday Jun 22,boxscore,NYY,,BAL,W,4,2,,45-32,1,up 2.5,Cruz,Baker,Williams,2:58,D,45571,1.36,++,
78,Monday Jun 23,boxscore,NYY,@,CIN,L,1,6,,45-33,1,up 2.0,Barlow,Winans,,2:48,N,31418,1.32,-,
79,Tuesday Jun 24,boxscore,NYY,@,CIN,L-wo,4,5,11,45-34,1,up 1.0,Phillips,Leiter,,3:15,N,39257,1.36,--,
80,Wednesday Jun 25,boxscore,NYY,@,CIN,W,7,1,,46-34,1,up 1.0,Fried,Singer,,2:44,N,27620,1.33,+,
81,Friday Jun 27,boxscore,NYY,,ATH,W,3,0,,47-34,1,up 1.5,Warren,Spence,Williams,2:25,N,46192,1.36,++,
82,Saturday Jun 28,boxscore,NYY,,ATH,L,0,7,,47-35,1,up 0.5,Sears,Schmidt,Perkins,2:45,D,45084,1.32,-,
83,Sunday Jun 29,boxscore,NYY,,ATH,W,12,5,,48-35,1,up 1.5,Stroman,Severino,,3:06,D,42166,1.33,+,
84,Monday Jun 30,boxscore,NYY,@,TOR,L,4,5,,48-36,1,up 1.5,Little,Leiter,Hoffman,2:43,N,40619,1.51,-,
85,Tuesday Jul 1,boxscore,NYY,@,TOR,L,5,12,,48-37,1,up 1.0,Fisher,Leiter,,3:09,D,41129,1.56,--,
86,Wednesday Jul 2,boxscore,NYY,@,TOR,L,9,11,,48-38,1,Tied,García,Williams,Hoffman,3:07,N,30985,1.52,---,
87,Thursday Jul 3,boxscore,NYY,@,TOR,L,5,8,,48-39,2,1.0,Bassitt,Beeter,Hoffman,3:23,N,36848,1.51,----,
88,Friday Jul 4,boxscore,NYY,@,NYM,L,5,6,,48-40,2,2.0,Brazobán,Weaver,Garrett,2:42,D,41216,1.33,-----,
89,Saturday Jul 5,boxscore,NYY,@,NYM,L,6,12,,48-41,2,3.0,Montas,Rodón,,3:06,D,41401,1.29,------,
90,Sunday Jul 6,boxscore,NYY,@,NYM,W,6,4,,49-41,2,3.0,Fried,Pop,Williams,3:02,D,41117,1.19,+,
91,Tuesday Jul 8,boxscore,NYY,,SEA,W,10,3,,50-41,2,3.5,Warren,Gilbert,,2:40,N,38641,1.31,++,
92,Wednesday Jul 9,boxscore,NYY,,SEA,W,9,6,,51-41,2,2.5,Schlittler,Evans,Williams,2:37,N,35651,1.38,+++,
93,Thursday Jul 10,boxscore,NYY,,SEA,W-wo,6,5,10,52-41,2,2.0,Williams,Speier,,3:09,N,41241,1.40,++++,
94,Friday Jul 11,boxscore,NYY,,CHC,W,11,0,,53-41,2,2.0,Rodón,Flexen,,2:31,N,46327,1.30,+++++,
95,Saturday Jul 12,boxscore,NYY,,CHC,L,2,5,,53-42,2,2.0,Boyd,Fried,Palencia,2:32,D,46839,1.32,-,
96,Sunday Jul 13,boxscore,NYY,,CHC,L,1,4,,53-43,2,2.0,Imanaga,Warren,Palencia,2:33,D,45435,1.37,--,
97,Friday Jul 18,boxscore,NYY,@,ATL,L,3,7,,53-44,2,3.0,Strider,Hamilton,,2:43,N,41844,1.35,---,
98,Saturday Jul 19,boxscore,NYY,@,ATL,W,12,9,,54-44,2,3.0,Weaver,Iglesias,,3:25,N,42530,1.38,+,
99,Sunday Jul 20,boxscore,NYY,@,ATL,W,4,2,,55-44,2,3.0,Stroman,Holmes,Williams,2:25,D,40125,1.39,++,
100,Monday Jul 21,boxscore,NYY,@,TOR,L,1,4,,55-45,2,4.0,Gausman,Rodón,Hoffman,2:31,N,41788,1.66,-,
101,Tuesday Jul 22,boxscore,NYY,@,TOR,W,5,4,,56-45,2,3.0,Hamilton,Hoffman,Williams,2:53,N,42326,1.61,+,
102,Wednesday Jul 23,boxscore,NYY,@,TOR,L,4,8,,56-46,2,4.0,Bassitt,Fried,,2:41,N,42143,1.69,-,
103,Friday Jul 25,boxscore,NYY,,PHI,L,5,12,,56-47,2,5.5,Banks,Hill,,2:55,N,47018,1.32,--,
104,Saturday Jul 26,boxscore,NYY,,PHI,L,4,9,,56-48,2,6.5,Suarez,Stroman,,3:18,D,46621,1.30,---,
105,Sunday Jul 27,boxscore,NYY,,PHI,W,4,3,,57-48,2,5.5,Rodón,Wheeler,Williams,2:35,D,45612,1.31,+,
106,Monday Jul 28,boxscore,NYY,,TBR,L,2,4,,57-49,2,5.5,Rasmussen,Schlittler,Fairbanks,2:54,N,37308,1.43,-,
107,Tuesday Jul 29,boxscore,NYY,,TBR,W,7,5,,58-49,2,4.0,Fried,Boyle,Williams,2:46,N,35660,1.45,+,
108,Wednesday Jul 30,boxscore,NYY,,TBR,W-wo,5,4,11,59-49,2,4.0,Hill,Kelly,,3:19,N,45355,1.50,++,
109,Thursday Jul 31,boxscore,NYY,,TBR,W,7,4,,60-49,2,3.5,Stroman,Pepiot,Loaisiga,2:26,D,44292,1.39,+++,
110,Friday Aug 1,boxscore,NYY,@,MIA,L-wo,12,13,,60-50,2,3.5,Bender,Doval,,3:43,N,32299,1.37,-,
111,Saturday Aug 2,boxscore,NYY,@,MIA,L,0,2,,60-51,3,4.5,Pérez,Schlittler,Faucher,2:23,D,34645,1.38,--,
112,Sunday Aug 3,boxscore,NYY,@,MIA,L,3,7,,60-52,3,4.5,Cabrera,Gil,,2:50,D,34601,1.30,---,
113,Monday Aug 4,boxscore,NYY,@,TEX,L-wo,5,8,10,60-53,3,5.5,Coulombe,Bird,,3:08,N,33320,1.52,----,
114,Tuesday Aug 5,boxscore,NYY,@,TEX,L,0,2,,60-54,3,6.5,Eovaldi,Williams,Maton,2:28,N,35399,1.43,-----,
115,Wednesday Aug 6,boxscore,NYY,@,TEX,W,3,2,,61-54,3,6.5,Leiter,Garcia,Bednar,2:59,D,35565,1.38,+,
116,Friday Aug 8,boxscore,NYY,,HOU,L,3,5,10,61-55,3,6.5,Hader,Williams,,3:18,N,46027,1.38,-,
117,Saturday Aug 9,boxscore,NYY,,HOU,W,5,4,,62-55,3,5.5,Bednar,King,,2:34,D,45738,1.34,+,
118,Sunday Aug 10,boxscore,NYY,,HOU,L,1,7,,62-56,3,6.5,Alexander,Fried,,2:46,D,43658,1.44,-,
119,Monday Aug 11,boxscore,NYY,,MIN,W,6,2,,63-56,3,6.0,Warren,Matthews,,2:20,N,36744,1.30,+,
120,Tuesday Aug 12,boxscore,NYY,,MIN,W,9,1,,64-56,3,6.0,Rodón,Adams,,2:52,N,37552,1.32,++,
121,Wednesday Aug 13,boxscore,NYY,,MIN,L,1,4,,64-57,3,6.0,Ryan,de los Santos,Topa,2:44,N,44466,1.35,-,
122,Friday Aug 15,boxscore,NYY,@,STL,W,4,3,,65-57,3,6.5,Gil,Pallante,Bednar,3:00,N,31169,1.25,+,
123,Saturday Aug 16,boxscore,NYY,@,STL,W,12,8,,66-57,3,6.5,Fried,Gray,Bednar,3:27,N,33800,1.26,++,
124,Sunday Aug 17,boxscore,NYY,@,STL,W,8,4,,67-57,3,5.5,Weaver,Romero,,3:12,D,25365,1.23,+++,
125,Tuesday Aug 19,boxscore,NYY,@,TBR,W,13,3,,68-57,2,5.0,Rodón,Baz,,2:55,N,10046,1.40,++++,
126,Wednesday Aug 20,boxscore,NYY,@,TBR,W,6,4,10,69-57,2,4.0,Bednar,Fairbanks,Williams,3:11,N,10046,1.39,+++++,
127,Thursday Aug 21,boxscore,NYY,,BOS,L,3,6,,69-58,2,4.5,Weissert,Weaver,Chapman,3:25,N,47036,1.45,-,
128,Friday Aug 22,boxscore,NYY,,BOS,L,0,1,,69-59,3,5.5,Bello,Leiter,Chapman,2:38,N,46064,1.49,--,
129,Saturday Aug 23,boxscore,NYY,,BOS,L,1,12,,69-60,3,6.5,Crochet,Warren,,2:49,D,45512,1.43,---,
130,Sunday Aug 24,boxscore,NYY,,BOS,W,7,2,,70-60,3,5.5,Rodón,May,,2:49,N,44640,1.28,+,
131,Monday Aug 25,boxscore,NYY,,WSN,W,10,5,,71-60,3,5.5,Schlittler,Lord,,2:37,N,36939,1.20,++,
132,Tuesday Aug 26,boxscore,NYY,,WSN,W,5,1,,72-60,3,4.5,Gil,Gore,,2:55,N,35531,1.09,+++,
133,Wednesday Aug 27,boxscore,NYY,,WSN,W,11,2,,73-60,3,4.5,Fried,Cavalli,,2:54,D,35501,1.09,++++,
134,Thursday Aug 28,boxscore,NYY,@,CHW,W,10,4,,74-60,3,4.0,Warren,Alexander,,2:47,N,18187,1.14,+++++,
135,Friday Aug 29,boxscore,NYY,@,CHW,W,10,2,,75-60,2,3.0,Rodón,Gómez,,3:05,N,28069,1.05,++++++,
136,Saturday Aug 30,boxscore,NYY,@,CHW,W,5,3,11,76-60,2,2.0,Bednar,Alexander,Doval,3:13,N,26624,1.15,+++++++,
137,Sunday Aug 31,boxscore,NYY,@,CHW,L,2,3,,76-61,2,3.0,Booser,Hill,Vasil,2:30,D,27810,1.34,-,
138,Tuesday Sep 2,boxscore,NYY,@,HOU,W,7,1,,77-61,2,2.5,Fried,Valdez,,2:50,N,33133,1.34,+,
139,Wednesday Sep 3,boxscore,NYY,@,HOU,L,7,8,,77-62,2,3.5,King,Williams,,3:05,N,30693,1.21,-,
140,Thursday Sep 4,boxscore,NYY,@,HOU,W,8,4,,78-62,2,3.0,Rodón,Javier,,3:24,N,35018,1.05,+,
141,Friday Sep 5,boxscore,NYY,,TOR,L,1,7,,78-63,2,4.0,Gausman,Schlittler,,2:51,N,46055,1.56,-,
142,Saturday Sep 6,boxscore,NYY,,TOR,W,3,1,,79-63,2,3.0,Gil,Bassitt,Bednar,2:49,D,45123,1.25,+,
143,Sunday Sep 7,boxscore,NYY,,TOR,W,4,3,,80-63,2,2.0,Fried,Scherzer,Bednar,2:35,D,43266,1.54,++,
144,Tuesday Sep 9,boxscore,NYY,,DET,L,2,12,,80-64,2,3.0,Mize,Cruz,Paddack,2:47,N,35653,1.26,-,
145,Wednesday Sep 10,boxscore,NYY,,DET,L,1,11,,80-65,2,3.0,Flaherty,Rodón,,3:05,N,36727,1.04,--,
146,Thursday Sep 11,boxscore,NYY,,DET,W,9,3,,81-65,2,3.0,Schlittler,Holton,Yarbrough,3:04,N,40608,1.16,+,
147,Friday Sep 12,boxscore,NYY,@,BOS,W,4,1,,82-65,2,3.0,Gil,Giolito,Bednar,2:57,N,36760,1.43,++,
148,Saturday Sep 13,boxscore,NYY,@,BOS,W,5,3,,83-65,2,3.0,Fried,Bello,Bednar,3:13,D,36315,1.38,+++,
149,Sunday Sep 14,boxscore,NYY,@,BOS,L,4,6,,83-66,2,4.0,Crochet,Warren,Chapman,2:35,N,35437,1.34,-,
150,Monday Sep 15,boxscore,NYY,@,MIN,L,0,7,,83-67,2,5.0,Woods Richardson,Rodón,,2:43,N,22001,.90,--,
151,Tuesday Sep 16,boxscore,NYY,@,MIN,W,10,9,,84-67,2,5.0,Leiter,Matthews,Bednar,2:59,N,25500,.78,+,
152,Wednesday Sep 17,boxscore,NYY,@,MIN,W,10,5,,85-67,2,4.0,Cruz,Bradley,,2:49,N,20206,.68,++,
153,Thursday Sep 18,boxscore,NYY,@,BAL,W,7,0,,86-67,2,3.0,Fried,Povich,,2:38,N,25253,.69,+++,
154,Friday Sep 19,boxscore,NYY,@,BAL,L,2,4,,86-68,2,3.0,Rogers,Warren,Akin,2:30,N,26269,.86,-,
155,Saturday Sep 20,boxscore,NYY,@,BAL,W,6,1,,87-68,2,2.0,Rodón,Sugano,,2:35,N,37675,1.00,+,
156,Sunday Sep 21,boxscore,NYY,@,BAL,W,7,1,10,88-68,2,2.0,Bednar,Strowd,,3:31,D,31974,1.39,++,
157,Tuesday Sep 23,boxscore,NYY,,CHW,W-wo,3,2,,89-68,2,1.0,Weaver,Eisert,,2:50,N,38318,1.04,+++,
158,Wednesday Sep 24,boxscore,NYY,,CHW,W,8,1,,90-68,1,Tied,Fried,Cannon,,2:38,N,37751,1.92,++++,
159,Thursday Sep 25,boxscore,NYY,,CHW,W,5,3,,91-68,1,Tied,Rodón,Gilbert,Bednar,2:47,N,38545,3.13,+++++,
160,Friday Sep 26,boxscore,NYY,,BAL,W,8,4,,92-68,1,Tied,Warren,Rogers,,2:53,N,44596,3.36,++++++,
161,Saturday Sep 27,boxscore,NYY,,BAL,W,6,1,,93-68,1,Tied,Schlittler,Sugano,,2:28,D,46085,3.96,+++++++,
162,Sunday Sep 28,boxscore,NYY,,BAL,W,3,2,,94-68,1,Tied,Williams,Garcia,Bednar,2:42,D,45004,5.14,++++++++,
