Gm#,Date,boxscore,Tm,Home/Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
75,Friday Jun 20,boxscore,TOR,,CHW,L,1,7,,40-35,3,3.0,Alexander,Turnbull,,2:35,N,36121,1.28,--,
76,Saturday Jun 21,boxscore,TOR,,CHW,W,7,1,,41-35,3,3.0,Berríos,Civale,,2:08,D,41488,1.20,+,
77,Sunday Jun 22,boxscore,TOR,,CHW,L,2,4,,41-36,3,4.0,Leasure,Little,Taylor,2:45,D,38893,1.22,-,
78,Tuesday Jun 24,boxscore,TOR,@,CLE,W,10,6,,42-36,3,2.5,Lauer,Allen,,3:05,N,22525,1.31,+,
79,Wednesday Jun 25,boxscore,TOR,@,CLE,L-wo,4,5,10,42-37,3,3.5,Enright,Fluharty,,2:53,N,23849,1.38,-,
80,Thursday Jun 26,boxscore,TOR,@,CLE,W,6,0,,43-37,3,3.0,Gausman,Bibee,,2:37,D,26217,1.33,+,
81,Friday Jun 27,boxscore,TOR,@,BOS,W,9,0,,44-37,3,3.0,Berríos,Bello,,2:52,N,35719,1.35,++,
82,Saturday Jun 28,boxscore,TOR,@,BOS,L,1,15,,44-38,3,3.0,Giolito,Bassitt,,2:51,D,34927,1.38,-,
83,Sunday Jun 29,boxscore,TOR,@,BOS,W,5,3,,45-38,3,3.0,Rodríguez,Buehler,Hoffman,2:58,D,35214,1.34,+,
84,Monday Jun 30,boxscore,TOR,,NYY,W,5,4,,46-38,3,2.0,Little,Leiter,Hoffman,2:43,N,40619,1.48,++,
85,Tuesday Jul 1,boxscore,TOR,,NYY,W,12,5,,47-38,2,1.0,Fisher,Leiter,,3:09,D,41129,1.47,+++,
86,Wednesday Jul 2,boxscore,TOR,,NYY,W,11,9,,48-38,1,Tied,García,Williams,Hoffman,3:07,N,30985,1.54,++++,
87,Thursday Jul 3,boxscore,TOR,,NYY,W,8,5,,49-38,1,up 1.0,Bassitt,Beeter,Hoffman,3:23,N,36848,1.51,+++++,
88,Friday Jul 4,boxscore,TOR,,LAA,W-wo,4,3,10,50-38,1,up 2.0,Green,Bachman,,3:04,N,30119,1.45,++++++,
89,Saturday Jul 5,boxscore,TOR,,LAA,W-wo,4,3,11,51-38,1,up 3.0,Fisher,Zeferjahn,,3:16,D,37269,1.39,+++++++,
90,Sunday Jul 6,boxscore,TOR,,LAA,W,3,2,,52-38,1,up 3.0,Burr,Anderson,Hoffman,2:40,D,40114,1.41,++++++++,
91,Monday Jul 7,boxscore,TOR,@,CHW,W,8,4,,53-38,1,up 3.5,Berríos,Burke,,2:30,N,13292,1.27,+++++++++,
92,Tuesday Jul 8,boxscore,TOR,@,CHW,W,6,1,7,54-38,1,up 3.5,Bassitt,Civale,,2:00,N,13027,1.28,++++++++++,
93,Wednesday Jul 9,boxscore,TOR,@,CHW,L,1,2,,54-39,1,up 2.5,Houser,Lauer,Leasure,2:29,D,11123,1.27,-,
94,Friday Jul 11,boxscore,TOR,@,ATH,W,7,6,,55-39,1,up 2.0,Scherzer,Severino,,3:01,N,7950,1.32,+,
95,Saturday Jul 12,boxscore,TOR,@,ATH,L,3,4,,55-40,1,up 2.0,Lopez,Gausman,Miller,2:48,N,8738,1.37,-,
96,Sunday Jul 13,boxscore,TOR,@,ATH,L,3,6,,55-41,1,up 2.0,Springs,Berríos,Miller,2:36,D,8884,1.39,--,
97,Friday Jul 18,boxscore,TOR,,SFG,W,4,0,,56-41,1,up 3.0,Bassitt,Verlander,,2:32,N,41339,1.46,+,
98,Saturday Jul 19,boxscore,TOR,,SFG,W,6,3,,57-41,1,up 3.0,Lauer,Webb,Hoffman,2:10,D,42015,1.46,++,
99,Sunday Jul 20,boxscore,TOR,,SFG,W,8,6,,58-41,1,up 3.0,Berríos,Ray,Rodríguez,3:02,D,41693,1.38,+++,
100,Monday Jul 21,boxscore,TOR,,NYY,W,4,1,,59-41,1,up 4.0,Gausman,Rodón,Hoffman,2:31,N,41788,1.68,++++,
101,Tuesday Jul 22,boxscore,TOR,,NYY,L,4,5,,59-42,1,up 3.0,Hamilton,Hoffman,Williams,2:53,N,42326,1.60,-,
102,Wednesday Jul 23,boxscore,TOR,,NYY,W,8,4,,60-42,1,up 4.0,Bassitt,Fried,,2:41,N,42143,1.70,+,
103,Thursday Jul 24,boxscore,TOR,@,DET,W,11,4,,61-42,1,up 4.5,Lauer,Olson,,2:30,N,30051,1.59,++,
104,Friday Jul 25,boxscore,TOR,@,DET,W,6,2,,62-42,1,up 5.5,Berríos,Montero,,2:32,N,37820,1.53,+++,
105,Saturday Jul 26,boxscore,TOR,@,DET,W,6,1,,63-42,1,up 6.5,Fisher,Vest,,2:34,N,40528,1.31,++++,
106,Sunday Jul 27,boxscore,TOR,@,DET,L,4,10,,63-43,1,up 5.5,Flaherty,Scherzer,,2:49,D,36053,1.17,-,
107,Monday Jul 28,boxscore,TOR,@,BAL,L,4,11,,63-44,1,up 5.5,Martin,Bassitt,,2:52,N,20176,1.16,--,
108,Tuesday Jul 29 (1),boxscore,TOR,@,BAL,L,4,16,,63-45,1,up 4.0,Morton,Lucas,,2:59,D,16194,1.16,---,
109,Tuesday Jul 29 (2),boxscore,TOR,@,BAL,L,2,3,,63-46,1,up 4.0,Kittredge,Hoffman,Martin,2:38,N,14929,1.26,----,
110,Wednesday Jul 30,boxscore,TOR,@,BAL,W,9,8,,64-46,1,up 4.0,Fluharty,Cano,Hoffman,3:16,D,17049,1.34,+,
111,Friday Aug 1,boxscore,TOR,,KCR,L,3,9,,64-47,1,up 3.5,Wacha,Gausman,,2:37,N,41492,1.34,-,
112,Saturday Aug 2,boxscore,TOR,,KCR,W,4,2,,65-47,1,up 4.0,Scherzer,Cameron,Hoffman,2:31,D,41842,1.47,+,
113,Sunday Aug 3,boxscore,TOR,,KCR,L,4,7,10,65-48,1,up 3.0,Harvey,Domínguez,,2:58,D,41461,1.36,-,
114,Monday Aug 4,boxscore,TOR,@,COL,W,15,1,,66-48,1,up 3.0,Lauer,Gordon,,2:53,N,22075,1.35,+,
115,Tuesday Aug 5,boxscore,TOR,@,COL,W,10,4,,67-48,1,up 3.0,Berríos,Molina,,2:45,N,25141,1.31,++,
116,Wednesday Aug 6,boxscore,TOR,@,COL,W,20,1,,68-48,1,up 4.0,Gausman,Freeland,,2:54,D,21749,1.20,+++,
117,Friday Aug 8,boxscore,TOR,@,LAD,L,1,5,,68-49,1,up 3.0,Kershaw,Scherzer,,2:22,N,53825,1.18,-,
118,Saturday Aug 9,boxscore,TOR,@,LAD,L,1,9,,68-50,1,up 3.0,Snell,Bassitt,,2:50,N,44727,1.30,--,
119,Sunday Aug 10,boxscore,TOR,@,LAD,W,5,4,,69-50,1,up 4.0,Hoffman,Vesia,Fluharty,3:16,D,41557,1.37,+,
120,Tuesday Aug 12,boxscore,TOR,,CHC,W,5,1,,70-50,1,up 4.5,Berríos,Assad,,2:43,N,43003,1.24,++,
121,Wednesday Aug 13,boxscore,TOR,,CHC,L,1,4,,70-51,1,up 4.5,Horton,Gausman,Palencia,2:27,N,43120,1.20,-,
122,Thursday Aug 14,boxscore,TOR,,CHC,W,2,1,,71-51,1,up 5.0,Scherzer,Boyd,Hoffman,2:06,D,43270,1.34,+,
123,Friday Aug 15,boxscore,TOR,,TEX,W,6,5,,72-51,1,up 5.0,Hoffman,Maton,,2:57,N,42260,1.23,++,
124,Saturday Aug 16,boxscore,TOR,,TEX,W,14,2,,73-51,1,up 5.0,Lauer,Corbin,,2:53,D,42686,1.08,+++,
125,Sunday Aug 17,boxscore,TOR,,TEX,L,4,10,,73-52,1,up 5.0,Eovaldi,Berríos,Armstrong,2:57,D,42549,1.09,-,
126,Monday Aug 18,boxscore,TOR,@,PIT,L,2,5,,73-53,1,up 5.0,Sisk,Rodríguez,Santana,2:44,N,17477,1.18,--,
127,Tuesday Aug 19,boxscore,TOR,@,PIT,W,7,3,,74-53,1,up 5.0,Scherzer,Keller,,2:50,N,14282,1.20,+,
128,Wednesday Aug 20,boxscore,TOR,@,PIT,L,1,2,,74-54,1,up 4.0,Oviedo,Bassitt,Santana,2:29,D,14019,1.19,-,
129,Friday Aug 22,boxscore,TOR,@,MIA,W,5,2,,75-54,1,up 5.0,Bieber,Gusto,Hoffman,2:32,N,14923,1.15,+,
130,Saturday Aug 23,boxscore,TOR,@,MIA,W,7,6,12,76-54,1,up 5.0,Nance,Faucher,Little,3:34,D,24943,1.09,++,
131,Sunday Aug 24,boxscore,TOR,@,MIA,L,3,5,,76-55,1,up 5.0,Pérez,Gausman,Phillips,2:39,D,20620,1.01,-,
132,Monday Aug 25,boxscore,TOR,,MIN,W,10,4,,77-55,1,up 5.0,Scherzer,Ryan,,2:32,N,41845,1.15,+,
133,Tuesday Aug 26,boxscore,TOR,,MIN,L,5,7,,77-56,1,up 4.0,Tonkin,Hoffman,Topa,3:10,N,42235,1.04,-,
134,Wednesday Aug 27,boxscore,TOR,,MIN,W,9,8,,78-56,1,up 4.0,Domínguez,Tonkin,Hoffman,3:05,N,42361,1.15,+,
135,Friday Aug 29,boxscore,TOR,,MIL,L,2,7,,78-57,1,up 3.0,Peralta,Bieber,,2:52,N,41390,1.26,-,
136,Saturday Aug 30,boxscore,TOR,,MIL,L,1,4,,78-58,1,up 2.0,Ashby,Hoffman,Uribe,2:29,D,41424,1.42,--,
137,Sunday Aug 31,boxscore,TOR,,MIL,W,8,4,,79-58,1,up 3.0,Nance,Woodruff,,2:45,D,41488,1.47,+,
138,Monday Sep 1,boxscore,TOR,@,CIN,L-wo,4,5,,79-59,1,up 2.5,Zulueta,Little,,2:54,D,21773,1.33,-,
139,Tuesday Sep 2,boxscore,TOR,@,CIN,W,12,9,,80-59,1,up 2.5,Varland,Barlow,Hoffman,3:06,N,20769,1.54,+,
140,Wednesday Sep 3,boxscore,TOR,@,CIN,W,13,9,,81-59,1,up 3.5,Bieber,Martinez,,3:10,N,17134,1.42,++,
141,Friday Sep 5,boxscore,TOR,@,NYY,W,7,1,,82-59,1,up 4.0,Gausman,Schlittler,,2:51,N,46055,1.83,+++,
142,Saturday Sep 6,boxscore,TOR,@,NYY,L,1,3,,82-60,1,up 3.0,Gil,Bassitt,Bednar,2:49,D,45123,1.31,-,
143,Sunday Sep 7,boxscore,TOR,@,NYY,L,3,4,,82-61,1,up 2.0,Fried,Scherzer,Bednar,2:35,D,43266,1.69,--,
144,Tuesday Sep 9,boxscore,TOR,,HOU,W-wo,4,3,10,83-61,1,up 3.0,Hoffman,Kimbrel,,3:14,N,40252,1.55,+,
145,Wednesday Sep 10,boxscore,TOR,,HOU,L,2,3,,83-62,1,up 3.0,De Los Santos,Hoffman,Abreu,2:41,N,36760,1.34,-,
146,Thursday Sep 11,boxscore,TOR,,HOU,W,6,0,,84-62,1,up 3.0,Gausman,Javier,,2:07,D,41224,1.61,+,
147,Friday Sep 12,boxscore,TOR,,BAL,W,6,1,,85-62,1,up 3.0,Fisher,Enns,,2:42,N,34376,1.20,++,
148,Saturday Sep 13,boxscore,TOR,,BAL,W-wo,5,4,,86-62,1,up 3.0,Fisher,Cano,,2:42,D,42461,1.00,+++,
149,Sunday Sep 14,boxscore,TOR,,BAL,W,11,2,,87-62,1,up 4.0,Bieber,Wolfram,,2:28,D,42032,.89,++++,
150,Monday Sep 15,boxscore,TOR,@,TBR,W,2,1,11,88-62,1,up 5.0,Fisher,Kelly,,2:49,N,8972,.60,+++++,
151,Tuesday Sep 16,boxscore,TOR,@,TBR,W,6,5,,89-62,1,up 5.0,Lauer,Pepiot,Hoffman,2:58,N,8908,.32,++++++,
152,Wednesday Sep 17,boxscore,TOR,@,TBR,L,1,2,,89-63,1,up 4.0,Seymour,Rodríguez,Fairbanks,2:34,N,8959,.21,-,
153,Thursday Sep 18,boxscore,TOR,@,TBR,L,0,4,,89-64,1,up 3.0,Baz,Bassitt,,2:42,D,8042,.37,--,
154,Friday Sep 19,boxscore,TOR,@,KCR,L,1,20,,89-65,1,up 3.0,Lorenzen,Scherzer,,2:50,N,26459,.62,---,
155,Saturday Sep 20,boxscore,TOR,@,KCR,L,1,2,,89-66,1,up 2.0,Cameron,Bieber,Estévez,2:21,N,25774,.58,----,
156,Sunday Sep 21,boxscore,TOR,@,KCR,W,8,5,,90-66,1,up 2.0,Domínguez,Wacha,Hoffman,2:39,D,32936,1.13,+,
157,Tuesday Sep 23,boxscore,TOR,,BOS,L,1,4,,90-67,1,up 1.0,Wilson,Gausman,Chapman,2:52,N,42927,1.02,-,
158,Wednesday Sep 24,boxscore,TOR,,BOS,L,1,7,,90-68,1,Tied,Crochet,Scherzer,,2:24,N,39438,2.08,--,
159,Thursday Sep 25,boxscore,TOR,,BOS,W,6,1,,91-68,1,Tied,Rodríguez,Bello,,2:40,N,42129,3.10,+,
160,Friday Sep 26,boxscore,TOR,,TBR,W,4,2,,92-68,1,Tied,Bieber,Houser,Hoffman,2:39,N,42184,3.51,++,
161,Saturday Sep 27,boxscore,TOR,,TBR,W,5,1,,93-68,1,Tied,Yesavage,Boyle,,2:30,D,42624,4.02,+++,
162,Sunday Sep 28,boxscore,TOR,,TBR,W,13,4,,94-68,1,Tied,Fluharty,Seymour,,2:59,D,42083,5.89,++++,
